node_id,test_file,status,verification_scope,evidence
tests/test_phase5d_cbc10_evidence_packet.py::test_living_matrix_marks_cbc10_evidence_complete_and_csv_mirrors_json,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc10_evidence_packet.py::test_validation_queue_marks_cbc10_packet_complete_in_json_and_markdown,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc10_evidence_packet.py::test_all_priority_a_items_now_have_evidence_packets_complete,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc10_evidence_packet.py::test_roadmap_closes_priority_a_evidence_pass_without_rewriting_fix_map,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_single_reviewer_clinical_review.py::test_all_current_cbcs_have_single_reviewer_clinical_review,tests/test_phase5d_single_reviewer_clinical_review.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_single_reviewer_clinical_review.py::test_status_strings_cannot_claim_single_reviewer_without_also_flagging_independent_review_pending,tests/test_phase5d_single_reviewer_clinical_review.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_single_reviewer_clinical_review.py::test_expert_review_does_not_unblock_missing_mechanisms,tests/test_phase5d_single_reviewer_clinical_review.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_single_reviewer_clinical_review.py::test_historical_evidence_packets_are_not_rewritten_as_if_they_had_independent_signoff,tests/test_phase5d_single_reviewer_clinical_review.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_external_review_checklist_covers_all_current_cbcs_exactly_once,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_priority_distribution_and_evidence_links_are_truthful,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_all_independent_dispositions_are_pending_and_gate_is_blocked,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_single_reviewer_provenance_is_not_relabelled_as_independent,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_capability_matrix_contains_review_readiness_and_go_live_block_rows,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_packet_surfaces_all_strictly_blocked_capability_rows,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_capability_matrix_csv_and_json_have_same_rows,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5e_external_review_readiness.py::test_roadmap_marks_phase5e_readiness_complete_but_external_review_pending,tests/test_phase5e_external_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_claims_inventory_keeps_all_external_clearances_pending,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_training_only_intended_use_and_nonclaims_are_explicit,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_official_source_inventory_contains_expected_authorities,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_capability_matrix_records_readiness_and_pending_clearance_gate,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_matrix_csv_json_mirror_after_phase5f,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5f_commercial_review_readiness.py::test_phase5f_does_not_claim_a_formal_conclusion,tests/test_phase5f_commercial_review_readiness.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5g_release_documentation.py::test_readme_describes_current_integrated_simulator_not_old_v03_front_door,tests/test_phase5g_release_documentation.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5g_release_documentation.py::test_pyproject_version_and_description_are_current,tests/test_phase5g_release_documentation.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5g_release_documentation.py::test_release_checklist_marks_internal_complete_but_external_gate_blocked,tests/test_phase5g_release_documentation.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5g_release_documentation.py::test_capability_matrix_records_phase5g_and_mirrors_csv,tests/test_phase5g_release_documentation.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5g_release_documentation.py::test_roadmap_states_internal_work_complete_with_external_dependencies_open,tests/test_phase5g_release_documentation.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_po2_conversion_increases_with_saturation,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_oxygenator_exposes_explicit_post_oxy_po2,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_post_oxy_cdi_reads_true_blood_when_valid,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_post_oxy_cdi_can_be_invalid_without_erasing_truth,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_console_keeps_post_oxy_truth_and_sensor_separate,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_post_oxygenator_cdi.py::test_post_oxy_po2_responds_to_fdo2,tests/test_post_oxygenator_cdi.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_zero_rpm_creates_no_head_at_any_flow,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_increasing_rpm_increases_available_head_at_fixed_flow,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_increasing_resistance_lowers_flow,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_higher_outlet_pressure_lowers_flow,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_lower_inlet_pressure_lowers_flow_and_more_negative_p1,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_same_rpm_can_produce_multiple_flows_under_different_conditions,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_solver_stable_across_neonatal_low_flow_range,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_rpm_alone_does_not_determine_flow_without_boundary_conditions,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_pump_curve_is_a_separate_replaceable_parameter_object,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_neoecmo_does_not_import_patient_physiology_modules,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_patient_physiology_modules_do_not_import_neoecmo,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_pump_head_bench.py::test_bench_sweep_returns_one_point_per_rpm_step,tests/test_pump_head_bench.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_supported_registry_contains_only_current_ready_mutations,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_ready_observation_registry_registers_six_matrix_approved_providers,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_observation_is_frozen_and_does_not_change_after_patient_mutates,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_dynamic_ready_observations_expose_authoritative_state_without_diagnosis_inference,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_scenario_validation_checks_observation_providers,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_lowflow_hypovolemia_family_definition_maps_only_to_ready_capabilities,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_lowflow_hypovolemia_family_end_to_end_observe_treat_resolve_restore,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_supported_fault_catalog_contains_only_hypovolemia_core_fault,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ready_scenario_catalog.py::test_scenario_with_observations_requires_observation_registry_in_preflight,tests/test_ready_scenario_catalog.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_reintegrated_peep_co2.py::test_reintegrated_peep_co2_stays_plausible,tests/test_reintegrated_peep_co2.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_reintegrated_peep_co2.py::test_reintegrated_lower_flow_does_not_improve_co2_clearance_artificially,tests/test_reintegrated_peep_co2.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_therapy.py::test_diuretic_increases_urine,tests/test_renal_therapy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_therapy.py::test_fluid_input_positive_balance,tests/test_renal_therapy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_therapy.py::test_external_fluid_removal_negative_balance,tests/test_renal_therapy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_therapy.py::test_vasoconstriction_reduces_rbf,tests/test_renal_therapy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_therapy.py::test_reduced_function_reduces_urine,tests/test_renal_therapy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_volume_guardrail.py::test_volume_depletion_progressively_suppresses_urine,tests/test_renal_volume_guardrail.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_volume_guardrail.py::test_diuretic_cannot_override_severe_volume_depletion,tests/test_renal_volume_guardrail.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_volume_guardrail.py::test_near_anuria_at_critical_depletion,tests/test_renal_volume_guardrail.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_renal_volume_guardrail.py::test_recovery_restores_urine,tests/test_renal_volume_guardrail.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_determinism_guardrail.py::test_no_uncontrolled_random_imports_in_src,tests/test_scenario_determinism_guardrail.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_log_phase2e.py::test_scenario_log_projects_events_in_append_order_with_simulation_time,tests/test_scenario_log_phase2e.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_log_phase2e.py::test_scenario_log_uses_tier_a_disclosure_and_hides_internal_diagnosis_events,tests/test_scenario_log_phase2e.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_log_phase2e.py::test_scenario_log_is_read_only_and_does_not_change_authoritative_stream,tests/test_scenario_log_phase2e.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_seeded_rng_is_reproducible,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_scenario_definition_rejects_duplicate_action_ids,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_unavailable_mechanism_is_explicit_and_does_not_call_handler,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_elapsed_step_calls_registered_mechanism_once,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_event_trigger_can_chain_deterministically,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_manual_step_does_not_autofire,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_real_volume_mechanism_uses_patient_volume_ledger,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_fault_activation_still_crosses_mechanism_registry,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_repeatable_automatic_step_is_rejected_until_recurrence_semantics_exist,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_repeatable_manual_step_can_be_fired_more_than_once,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_definition_validation_reports_partial_and_missing_mechanisms,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_scenario_engine_exposes_definition_validation_issues,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_real_ecmo_control_mechanisms_set_rpm_and_sweep_without_setting_flow,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_action_definitions_reject_executable_or_nonportable_parameters,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_action_definition_parameters_are_deeply_immutable_data,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_scenario_primitives.py::test_event_trigger_ignores_matching_history_from_before_scenario_start,tests/test_scenario_primitives.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_standalone_lung_peep_co2.py::test_peep_only_modestly_changes_co2_at_fixed_perfusion,tests/test_standalone_lung_peep_co2.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_standalone_lung_peep_co2.py::test_lower_pulmonary_perfusion_reduces_co2_clearance,tests/test_standalone_lung_peep_co2.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_standalone_lung_peep_co2.py::test_static_peep_does_not_create_artificial_hyperventilation,tests/test_standalone_lung_peep_co2.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_snapshot_restore_preserves_fired_trigger_and_prevents_duplicate_release,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_director_separates_eligibility_from_release_and_respects_concurrency,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_time_in_state_uses_state_entry_not_event_creation_time,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_learner_disclosure_hides_internal_diagnosis_but_instructor_retains_it,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_learner_disclosure_normalizes_internal_scenario_engine_source_tag,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_frozen_observation_does_not_change_after_hidden_state_changes,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_rng_snapshot_restore_replays_same_next_draw,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_generic_time_window_context_and_action_count_triggers_are_data_driven,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_director_minimum_spacing_keeps_second_event_eligible_until_time_advances,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_orchestration.py::test_event_machine_snapshot_restore_preserves_state_entry_timer,tests/test_tier_a_orchestration.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tier_a_vertical_slice.py::test_hypovolemia_vertical_slice_trigger_fault_action_resolution_and_disclosure,tests/test_tier_a_vertical_slice.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_resistance_scales_linearly_with_length,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_resistance_scales_as_inverse_fourth_power_of_diameter,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_resistance_scales_linearly_with_viscosity,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_narrower_shunt_tubing_has_much_higher_resistance_than_main_tubing,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_reynolds_number_increases_with_flow,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_main_circuit_stays_laminar_across_realistic_neonatal_flows,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_bridge_tubing_stays_laminar_across_realistic_neonatal_flows,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_shunt_tubing_stays_laminar_at_realistic_shunt_flows,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_shunt_tubing_approaches_turbulent_only_at_unrealistically_high_flow,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_resistance_for_segment_matches_direct_calculation,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_tubing_geometry.py::test_all_measured_segments_are_resolvable,tests/test_tubing_geometry.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_unified_patient.py::test_baseline_three_systems,tests/test_unified_patient.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_unified_patient.py::test_peep_changes_live_patient,tests/test_unified_patient.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_unified_patient.py::test_fluid_removal_changes_volume,tests/test_unified_patient.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_unified_patient.py::test_equipment_port_contract,tests/test_unified_patient.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ventilator_fixture.py::test_lung_does_not_import_ventilator_fixture,tests/test_ventilator_fixture.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ventilator_fixture.py::test_pressure_control_changes_tidal_volume_with_drive_pressure,tests/test_ventilator_fixture.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ventilator_fixture.py::test_stiff_lung_gets_less_tidal_volume_at_same_ventilator_settings,tests/test_ventilator_fixture.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_ventilator_fixture.py::test_high_resistance_reduces_delivered_tidal_volume,tests/test_ventilator_fixture.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
